port_iso3,year,gear,total_visits,high_risk_visits,known_offender_visits,fraction_high_risk_visits,psma_year,psma_country
NA,2014,trawlers,210,22,0,0.10476190476190476,NA,FALSE
NA,2015,trawlers,318,24,0,0.07547169811320754,NA,FALSE
NA,2018,trawlers,806,8,0,0.009925558312655087,NA,FALSE
NA,2017,trawlers,636,26,0,0.040880503144654086,NA,FALSE
NA,2016,trawlers,286,22,0,0.07692307692307693,NA,FALSE
NA,2012,trawlers,61,17,0,0.2786885245901639,NA,FALSE
NA,2013,trawlers,243,26,0,0.10699588477366255,NA,FALSE
ABW,2014,trawlers,1,0,0,0,NA,FALSE
ABW,2013,trawlers,1,0,0,0,NA,FALSE
AGO,2016,trawlers,566,12,0,0.02120141342756184,NA,FALSE
AGO,2015,trawlers,274,18,0,0.06569343065693431,NA,FALSE
AGO,2012,trawlers,21,1,0,0.047619047619047616,NA,FALSE
AGO,2013,trawlers,92,18,0,0.1956521739130435,NA,FALSE
AGO,2018,trawlers,757,0,0,0,NA,FALSE
AGO,2017,trawlers,879,0,0,0,NA,FALSE
AGO,2014,trawlers,149,24,0,0.1610738255033557,NA,FALSE
ALA,2014,trawlers,2,0,0,0,NA,FALSE
ALB,2018,trawlers,644,0,0,0,2017,TRUE
ALB,2013,trawlers,2,0,0,0,2017,FALSE
ALB,2017,trawlers,88,0,0,0,2017,TRUE
ALB,2014,trawlers,6,0,0,0,2017,FALSE
ALB,2016,trawlers,86,0,0,0,2017,FALSE
ALB,2015,trawlers,7,0,0,0,2017,FALSE
ANT,2018,trawlers,1,0,0,0,NA,FALSE
ARE,2013,trawlers,19,0,0,0,NA,FALSE
ARE,2016,trawlers,25,0,0,0,NA,FALSE
ARE,2015,trawlers,13,0,0,0,NA,FALSE
ARE,2012,trawlers,10,0,0,0,NA,FALSE
ARE,2017,trawlers,16,0,0,0,NA,FALSE
ARE,2014,trawlers,7,0,0,0,NA,FALSE
ARE,2018,trawlers,11,0,0,0,NA,FALSE
ARG,2018,trawlers,8653,0,0,0,NA,FALSE
ARG,2012,trawlers,1449,35,0,0.024154589371980676,NA,FALSE
ARG,2013,trawlers,2508,16,0,0.006379585326953748,NA,FALSE
ARG,2014,trawlers,2841,2,0,7.039774727208729e-4,NA,FALSE
ARG,2017,trawlers,6231,0,0,0,NA,FALSE
ARG,2015,trawlers,2486,0,0,0,NA,FALSE
ARG,2016,trawlers,2375,0,0,0,NA,FALSE
ATA,2018,trawlers,68,0,0,0,NA,FALSE
ATA,2013,trawlers,58,57,0,0.9827586206896551,NA,FALSE
ATA,2012,trawlers,10,10,0,1,NA,FALSE
ATA,2014,trawlers,110,110,0,1,NA,FALSE
ATA,2017,trawlers,91,65,0,0.7142857142857143,NA,FALSE
ATA,2016,trawlers,35,32,0,0.9142857142857143,NA,FALSE
ATA,2015,trawlers,64,64,0,1,NA,FALSE
ATG,2013,trawlers,2,0,0,0,NA,FALSE
ATG,2014,trawlers,1,0,0,0,NA,FALSE
ATG,2017,trawlers,5,0,0,0,NA,FALSE
ATG,2016,trawlers,3,0,0,0,NA,FALSE
ATG,2015,trawlers,4,0,0,0,NA,FALSE
ATG,2018,trawlers,37,0,0,0,NA,FALSE
AUS,2018,trawlers,6634,0,0,0,2015,TRUE
AUS,2017,trawlers,7456,0,0,0,2015,TRUE
AUS,2016,trawlers,5784,0,0,0,2015,TRUE
AUS,2013,trawlers,2040,5,0,0.0024509803921568627,2015,FALSE
AUS,2015,trawlers,3295,0,0,0,2015,TRUE
AUS,2012,trawlers,35,1,0,0.02857142857142857,2015,FALSE
AUS,2014,trawlers,2162,0,0,0,2015,FALSE
BEL,2013,trawlers,4130,0,0,0,2011,TRUE
BEL,2016,trawlers,5953,0,0,0,2011,TRUE
BEL,2012,trawlers,905,0,0,0,2011,TRUE
BEL,2015,trawlers,6192,0,0,0,2011,TRUE
BEL,2017,trawlers,5233,0,0,0,2011,TRUE
BEL,2014,trawlers,6693,0,0,0,2011,TRUE
BEL,2018,trawlers,5680,0,0,0,2011,TRUE
BEN,2014,trawlers,2,0,0,0,NA,FALSE
BES,2018,trawlers,1,0,0,0,NA,FALSE
BES,2016,trawlers,3,0,0,0,NA,FALSE
BES,2017,trawlers,1,0,0,0,NA,FALSE
BGR,2017,trawlers,4761,2,0,4.200798151648813e-4,2011,TRUE
BGR,2013,trawlers,3306,0,0,0,2011,TRUE
BGR,2016,trawlers,3874,0,0,0,2011,TRUE
BGR,2018,trawlers,5340,0,0,0,2011,TRUE
BGR,2012,trawlers,276,0,0,0,2011,TRUE
BGR,2015,trawlers,4130,0,0,0,2011,TRUE
BGR,2014,trawlers,3910,0,0,0,2011,TRUE
BHR,2017,trawlers,686,0,0,0,NA,FALSE
BHR,2018,trawlers,958,0,0,0,NA,FALSE
BHR,2016,trawlers,124,0,0,0,NA,FALSE
BHR,2013,trawlers,2,0,0,0,NA,FALSE
BHS,2018,trawlers,108,0,0,0,2016,TRUE
BHS,2014,trawlers,7,0,0,0,2016,FALSE
BHS,2013,trawlers,7,0,0,0,2016,FALSE
BHS,2017,trawlers,92,0,0,0,2016,TRUE
BHS,2016,trawlers,14,0,0,0,2016,TRUE
BHS,2012,trawlers,1,0,0,0,2016,FALSE
BHS,2015,trawlers,19,0,0,0,2016,FALSE
BMU,2015,trawlers,2,0,0,0,NA,FALSE
BMU,2018,trawlers,6,0,0,0,NA,FALSE
BMU,2012,trawlers,2,0,0,0,NA,FALSE
BRA,2013,trawlers,157,27,0,0.17197452229299362,NA,FALSE
BRA,2017,trawlers,999,10,0,0.01001001001001001,NA,FALSE
BRA,2014,trawlers,510,24,0,0.047058823529411764,NA,FALSE
BRA,2018,trawlers,1390,10,0,0.007194244604316547,NA,FALSE
BRA,2016,trawlers,871,2,0,0.002296211251435132,NA,FALSE
BRA,2015,trawlers,760,17,0,0.02236842105263158,NA,FALSE
BRA,2012,trawlers,19,16,0,0.8421052631578947,NA,FALSE
BRN,2017,trawlers,51,0,0,0,NA,FALSE
BRN,2018,trawlers,157,0,0,0,NA,FALSE
CAN,2015,trawlers,7311,153,0,0.020927369716865,NA,FALSE
CAN,2013,trawlers,6114,250,0,0.04088976120379457,NA,FALSE
CAN,2017,trawlers,9863,104,0,0.010544459089526514,NA,FALSE
CAN,2018,trawlers,10756,24,0,0.002231312755671253,NA,FALSE
CAN,2016,trawlers,8586,97,0,0.011297460982995574,NA,FALSE
CAN,2012,trawlers,4300,314,0,0.07302325581395348,NA,FALSE
CAN,2014,trawlers,6403,243,0,0.03795096048727159,NA,FALSE
CHL,2018,trawlers,540,57,0,0.10555555555555556,2012,TRUE
CHL,2017,trawlers,823,67,0,0.08140947752126367,2012,TRUE
CHL,2013,trawlers,888,43,0,0.04842342342342342,2012,TRUE
CHL,2014,trawlers,1255,64,0,0.05099601593625498,2012,TRUE
CHL,2016,trawlers,936,72,0,0.07692307692307693,2012,TRUE
CHL,2012,trawlers,996,26,0,0.02610441767068273,2012,TRUE
CHL,2015,trawlers,784,51,0,0.06505102040816327,2012,TRUE
CHN,2017,trawlers,1581,19,0,0.012017710309930424,NA,FALSE
CHN,2013,trawlers,791,45,0,0.056890012642225034,NA,FALSE
CHN,2012,trawlers,471,24,0,0.050955414012738856,NA,FALSE
CHN,2016,trawlers,1335,27,0,0.020224719101123594,NA,FALSE
CHN,2018,trawlers,1189,4,0,0.00336417157275021,NA,FALSE
CHN,2015,trawlers,716,77,0,0.10754189944134078,NA,FALSE
CHN,2014,trawlers,880,54,0,0.06136363636363636,NA,FALSE
CIV,2018,trawlers,21,0,0,0,NA,FALSE
CIV,2016,trawlers,163,0,0,0,NA,FALSE
CIV,2014,trawlers,5,0,0,0,NA,FALSE
CIV,2012,trawlers,3,3,0,1,NA,FALSE
CIV,2017,trawlers,82,0,0,0,NA,FALSE
CIV,2013,trawlers,2,0,0,0,NA,FALSE
CIV,2015,trawlers,101,0,0,0,NA,FALSE
CMR,2013,trawlers,2,0,0,0,NA,FALSE
CMR,2017,trawlers,50,0,0,0,NA,FALSE
CMR,2016,trawlers,26,0,0,0,NA,FALSE
CMR,2018,trawlers,34,0,0,0,NA,FALSE
CMR,2015,trawlers,22,0,0,0,NA,FALSE
CMR,2014,trawlers,14,0,0,0,NA,FALSE
COD,2016,trawlers,35,0,0,0,NA,FALSE
COD,2015,trawlers,14,0,0,0,NA,FALSE
COG,2018,trawlers,138,0,0,0,NA,FALSE
COG,2014,trawlers,136,0,0,0,NA,FALSE
COG,2017,trawlers,161,0,0,0,NA,FALSE
COG,2016,trawlers,150,0,0,0,NA,FALSE
COG,2013,trawlers,83,0,0,0,NA,FALSE
COG,2015,trawlers,77,0,0,0,NA,FALSE
COK,2017,trawlers,2,0,0,0,NA,FALSE
COL,2012,trawlers,2,2,0,1,NA,FALSE
COL,2017,trawlers,2,0,0,0,NA,FALSE
CPV,2013,trawlers,3,0,0,0,2016,FALSE
CPV,2012,trawlers,6,4,0,0.6666666666666666,2016,FALSE
CPV,2018,trawlers,14,0,0,0,2016,TRUE
CPV,2016,trawlers,4,2,0,0.5,2016,TRUE
CPV,2017,trawlers,17,0,0,0,2016,TRUE
CPV,2014,trawlers,8,2,0,0.25,2016,FALSE
CRI,2018,trawlers,64,0,0,0,2015,TRUE
CUW,2014,trawlers,2,0,0,0,NA,FALSE
CUW,2013,trawlers,2,0,0,0,NA,FALSE
CYP,2017,trawlers,571,0,0,0,NA,FALSE
CYP,2012,trawlers,24,0,0,0,NA,FALSE
CYP,2014,trawlers,576,0,0,0,NA,FALSE
CYP,2018,trawlers,515,0,0,0,NA,FALSE
CYP,2015,trawlers,638,0,0,0,NA,FALSE
CYP,2016,trawlers,685,0,0,0,NA,FALSE
CYP,2013,trawlers,202,2,0,0.009900990099009901,NA,FALSE
DEU,2016,trawlers,17289,35,0,0.002024408583492394,2011,TRUE
DEU,2018,trawlers,19362,2,0,1.0329511414110113e-4,2011,TRUE
DEU,2017,trawlers,19525,29,0,0.0014852752880921895,2011,TRUE
DEU,2015,trawlers,18203,27,0,0.001483271988133824,2011,TRUE
DEU,2012,trawlers,5023,92,0,0.018315747561218395,2011,TRUE
DEU,2014,trawlers,14824,43,0,0.002900701565029682,2011,TRUE
DEU,2013,trawlers,13124,22,0,0.0016763181956720513,2011,TRUE
DJI,2017,trawlers,6,0,0,0,2017,TRUE
DJI,2018,trawlers,2,0,0,0,2017,TRUE
DJI,2016,trawlers,12,0,0,0,2017,FALSE
DMA,2015,trawlers,8,0,0,0,2016,FALSE
DMA,2013,trawlers,5,0,0,0,2016,FALSE
DMA,2016,trawlers,4,0,0,0,2016,TRUE
DMA,2018,trawlers,2,0,0,0,2016,TRUE
DNK,2018,trawlers,50722,50,0,9.857655455226529e-4,2017,TRUE
DNK,2017,trawlers,49094,95,0,0.0019350633478632828,2017,TRUE
DNK,2016,trawlers,46875,83,0,0.0017706666666666667,2017,FALSE
DNK,2012,trawlers,19261,60,0,0.003115103057992835,2017,FALSE
DNK,2015,trawlers,41749,63,0,0.0015090181800761695,2017,FALSE
DNK,2014,trawlers,42067,96,0,0.0022820738345971903,2017,FALSE
DNK,2013,trawlers,43310,69,0,0.001593165550681136,2017,FALSE
DOM,2013,trawlers,3,0,0,0,NA,FALSE
DOM,2018,trawlers,2,0,0,0,NA,FALSE
DOM,2015,trawlers,8,0,0,0,NA,FALSE
DZA,2012,trawlers,1,1,0,1,NA,FALSE
DZA,2013,trawlers,6,0,0,0,NA,FALSE
DZA,2015,trawlers,14,0,0,0,NA,FALSE
DZA,2017,trawlers,6,0,0,0,NA,FALSE
DZA,2018,trawlers,14,0,0,0,NA,FALSE
DZA,2016,trawlers,5,0,0,0,NA,FALSE
DZA,2014,trawlers,6,0,0,0,NA,FALSE
ECU,2018,trawlers,131,0,0,0,NA,FALSE
ECU,2017,trawlers,88,0,0,0,NA,FALSE
ECU,2015,trawlers,15,0,0,0,NA,FALSE
ECU,2016,trawlers,4,0,0,0,NA,FALSE
EGY,2012,trawlers,21,4,0,0.19047619047619047,NA,FALSE
EGY,2015,trawlers,34,3,0,0.08823529411764706,NA,FALSE
EGY,2017,trawlers,14,6,0,0.42857142857142855,NA,FALSE
EGY,2016,trawlers,14,2,0,0.14285714285714285,NA,FALSE
EGY,2013,trawlers,18,2,0,0.1111111111111111,NA,FALSE
EGY,2018,trawlers,6,5,0,0.8333333333333334,NA,FALSE
EGY,2014,trawlers,36,10,0,0.2777777777777778,NA,FALSE
ESH,2013,trawlers,2355,23,0,0.009766454352441613,NA,FALSE
ESH,2016,trawlers,3894,11,0,0.002824858757062147,NA,FALSE
ESH,2015,trawlers,3142,0,0,0,NA,FALSE
ESH,2017,trawlers,4966,24,0,0.004832863471606927,NA,FALSE
ESH,2018,trawlers,5007,3,0,5.991611743559018e-4,NA,FALSE
ESH,2014,trawlers,2348,23,0,0.009795570698466781,NA,FALSE
ESH,2012,trawlers,1577,9,0,0.0057070386810399495,NA,FALSE
ESP,2015,trawlers,174811,316,0,0.0018076665656051392,2011,TRUE
ESP,2018,trawlers,198154,167,0,8.427788487741858e-4,2011,TRUE
ESP,2016,trawlers,179772,221,0,0.0012293349353625703,2011,TRUE
ESP,2017,trawlers,185619,218,0,0.0011744487363901325,2011,TRUE
ESP,2013,trawlers,89596,230,0,0.002567078887450333,2011,TRUE
ESP,2014,trawlers,140757,226,0,0.0016056039841713023,2011,TRUE
ESP,2012,trawlers,10311,159,0,0.015420424789060227,2011,TRUE
EST,2014,trawlers,4131,1,0,2.420721374969741e-4,2011,TRUE
EST,2018,trawlers,5369,0,0,0,2011,TRUE
EST,2017,trawlers,6092,3,0,4.924491135915955e-4,2011,TRUE
EST,2015,trawlers,5558,2,0,3.598416696653472e-4,2011,TRUE
EST,2012,trawlers,614,0,0,0,2011,TRUE
EST,2016,trawlers,5340,0,0,0,2011,TRUE
EST,2013,trawlers,2964,2,0,6.747638326585695e-4,2011,TRUE
FIN,2015,trawlers,3035,0,0,0,2011,TRUE
FIN,2014,trawlers,2180,0,0,0,2011,TRUE
FIN,2012,trawlers,757,0,0,0,2011,TRUE
FIN,2017,trawlers,2924,0,0,0,2011,TRUE
FIN,2016,trawlers,2812,0,0,0,2011,TRUE
FIN,2013,trawlers,1905,0,0,0,2011,TRUE
FIN,2018,trawlers,2000,0,0,0,2011,TRUE
FJI,2017,trawlers,40,0,0,0,NA,FALSE
FJI,2018,trawlers,28,0,0,0,NA,FALSE
FJI,2016,trawlers,12,0,0,0,NA,FALSE
FJI,2014,trawlers,2,2,0,1,NA,FALSE
FJI,2013,trawlers,2,2,0,1,NA,FALSE
FJI,2015,trawlers,2,0,0,0,NA,FALSE
FLK,2012,trawlers,457,413,0,0.9037199124726477,NA,FALSE
FLK,2015,trawlers,462,425,0,0.9199134199134199,NA,FALSE
FLK,2018,trawlers,485,111,0,0.2288659793814433,NA,FALSE
FLK,2016,trawlers,389,267,0,0.6863753213367609,NA,FALSE
FLK,2013,trawlers,398,342,0,0.8592964824120602,NA,FALSE
FLK,2014,trawlers,494,451,0,0.9129554655870445,NA,FALSE
FLK,2017,trawlers,429,299,0,0.696969696969697,NA,FALSE
FRA,2017,trawlers,87853,0,0,0,2016,TRUE
FRA,2012,trawlers,22432,10,0,4.457917261055635e-4,2016,FALSE
FRA,2014,trawlers,73720,14,0,1.8990775908844275e-4,2016,FALSE
FRA,2015,trawlers,81978,44,0,5.367293664153797e-4,2016,FALSE
FRA,2016,trawlers,83135,28,0,3.3680158777891383e-4,2016,TRUE
FRA,2018,trawlers,90697,0,0,0,2016,TRUE
FRA,2013,trawlers,66039,26,0,3.937067490422326e-4,2016,FALSE
FRO,2018,trawlers,5466,606,0,0.11086717892425905,2017,TRUE
FRO,2014,trawlers,4336,683,0,0.15751845018450183,2017,FALSE
FRO,2013,trawlers,3220,564,0,0.17515527950310558,2017,FALSE
FRO,2017,trawlers,5540,487,0,0.08790613718411552,2017,TRUE
FRO,2015,trawlers,4714,898,0,0.19049639372083157,2017,FALSE
FRO,2012,trawlers,1782,477,0,0.2676767676767677,2017,FALSE
FRO,2016,trawlers,4351,570,0,0.13100436681222707,2017,FALSE
GAB,2014,trawlers,4,0,0,0,2013,TRUE
GBR,2015,trawlers,59529,5,0,8.399267583866687e-5,2011,TRUE
GBR,2013,trawlers,33179,21,0,6.329304680671509e-4,2011,TRUE
GBR,2012,trawlers,5145,39,0,0.007580174927113703,2011,TRUE
GBR,2017,trawlers,74076,10,0,1.3499649009125764e-4,2011,TRUE
GBR,2014,trawlers,47957,11,0,2.2937214588068477e-4,2011,TRUE
GBR,2016,trawlers,69184,5,0,7.227104532839963e-5,2011,TRUE
GBR,2018,trawlers,73079,0,0,0,2011,TRUE
GEO,2012,trawlers,3,0,0,0,NA,FALSE
GEO,2018,trawlers,1328,0,0,0,NA,FALSE
GEO,2017,trawlers,352,0,0,0,NA,FALSE
GGY,2015,trawlers,110,0,0,0,NA,FALSE
GGY,2017,trawlers,138,0,0,0,NA,FALSE
GGY,2016,trawlers,142,0,0,0,NA,FALSE
GGY,2014,trawlers,170,0,0,0,NA,FALSE
GGY,2018,trawlers,131,0,0,0,NA,FALSE
GGY,2013,trawlers,39,0,0,0,NA,FALSE
GHA,2017,trawlers,605,0,0,0,2016,TRUE
GHA,2012,trawlers,52,0,0,0,2016,FALSE
GHA,2013,trawlers,47,0,0,0,2016,FALSE
GHA,2016,trawlers,1009,2,0,0.0019821605550049554,2016,TRUE
GHA,2015,trawlers,1173,0,0,0,2016,FALSE
GHA,2018,trawlers,681,0,0,0,2016,TRUE
GHA,2014,trawlers,586,0,0,0,2016,FALSE
GIB,2012,trawlers,1,1,0,1,NA,FALSE
GIB,2013,trawlers,20,0,0,0,NA,FALSE
GIB,2015,trawlers,31,0,0,0,NA,FALSE
GIB,2016,trawlers,32,0,0,0,NA,FALSE
GIB,2017,trawlers,89,0,0,0,NA,FALSE
GIB,2018,trawlers,72,0,0,0,NA,FALSE
GIB,2014,trawlers,36,0,0,0,NA,FALSE
GIN,2014,trawlers,40,0,0,0,2016,FALSE
GIN,2012,trawlers,66,2,0,0.030303030303030304,2016,FALSE
GIN,2013,trawlers,64,12,0,0.1875,2016,FALSE
GIN,2017,trawlers,49,0,0,0,2016,TRUE
GIN,2015,trawlers,78,0,0,0,2016,FALSE
GIN,2018,trawlers,128,0,0,0,2016,TRUE
GIN,2016,trawlers,58,0,0,0,2016,TRUE
GLP,2018,trawlers,43,0,0,0,NA,FALSE
GLP,2015,trawlers,12,0,0,0,NA,FALSE
GLP,2014,trawlers,6,0,0,0,NA,FALSE
GLP,2017,trawlers,32,0,0,0,NA,FALSE
GLP,2012,trawlers,3,0,0,0,NA,FALSE
GLP,2013,trawlers,3,0,0,0,NA,FALSE
GLP,2016,trawlers,28,0,0,0,NA,FALSE
GMB,2015,trawlers,16,0,0,0,2016,FALSE
GMB,2014,trawlers,35,4,0,0.11428571428571428,2016,FALSE
GMB,2013,trawlers,2,0,0,0,2016,FALSE
GMB,2018,trawlers,83,0,0,0,2016,TRUE
GMB,2017,trawlers,13,0,0,0,2016,TRUE
GNB,2018,trawlers,141,6,0,0.0425531914893617,NA,FALSE
GNB,2014,trawlers,25,0,0,0,NA,FALSE
GNB,2012,trawlers,22,2,0,0.09090909090909091,NA,FALSE
GNB,2016,trawlers,177,2,0,0.011299435028248588,NA,FALSE
GNB,2013,trawlers,21,1,0,0.047619047619047616,NA,FALSE
GNB,2017,trawlers,166,10,0,0.060240963855421686,NA,FALSE
GNB,2015,trawlers,119,24,0,0.20168067226890757,NA,FALSE
GNQ,2016,trawlers,185,0,0,0,NA,FALSE
GNQ,2018,trawlers,107,0,0,0,NA,FALSE
GNQ,2014,trawlers,4,0,0,0,NA,FALSE
GNQ,2017,trawlers,137,0,0,0,NA,FALSE
GRC,2013,trawlers,14373,0,0,0,2011,TRUE
GRC,2014,trawlers,20878,0,0,0,2011,TRUE
GRC,2012,trawlers,4094,0,0,0,2011,TRUE
GRC,2016,trawlers,20688,0,0,0,2011,TRUE
GRC,2018,trawlers,26724,0,0,0,2011,TRUE
GRC,2017,trawlers,25950,0,0,0,2011,TRUE
GRC,2015,trawlers,21637,0,0,0,2011,TRUE
GRD,2018,trawlers,4,0,0,0,2016,TRUE
GRD,2013,trawlers,3,0,0,0,2016,FALSE
GRD,2017,trawlers,37,0,0,0,2016,TRUE
GRD,2016,trawlers,3,0,0,0,2016,TRUE
GRL,2015,trawlers,2192,77,0,0.03512773722627737,2017,FALSE
GRL,2017,trawlers,3000,74,0,0.024666666666666667,2017,TRUE
GRL,2013,trawlers,1005,55,0,0.05472636815920398,2017,FALSE
GRL,2016,trawlers,2764,48,0,0.017366136034732273,2017,FALSE
GRL,2014,trawlers,2193,114,0,0.05198358413132695,2017,FALSE
GRL,2012,trawlers,691,210,0,0.30390738060781475,2017,FALSE
GRL,2018,trawlers,2909,0,0,0,2017,TRUE
GTM,2013,trawlers,1,0,0,0,NA,FALSE
GUF,2015,trawlers,173,0,0,0,NA,FALSE
GUF,2016,trawlers,260,0,0,0,NA,FALSE
GUF,2012,trawlers,157,0,0,0,NA,FALSE
GUF,2013,trawlers,188,0,0,0,NA,FALSE
GUF,2014,trawlers,222,0,0,0,NA,FALSE
GUF,2018,trawlers,192,0,0,0,NA,FALSE
GUF,2017,trawlers,173,0,0,0,NA,FALSE
GUY,2012,trawlers,4,4,0,1,2016,FALSE
GUY,2018,trawlers,2,0,0,0,2016,TRUE
HND,2018,trawlers,4,0,0,0,NA,FALSE
HND,2013,trawlers,2,0,0,0,NA,FALSE
HRV,2016,trawlers,13225,0,0,0,2011,TRUE
HRV,2017,trawlers,14928,0,0,0,2011,TRUE
HRV,2013,trawlers,2018,0,0,0,2011,TRUE
HRV,2015,trawlers,13470,0,0,0,2011,TRUE
HRV,2018,trawlers,15696,0,0,0,2011,TRUE
HRV,2014,trawlers,7718,0,0,0,2011,TRUE
IDN,2017,trawlers,391,0,0,0,2016,TRUE
IDN,2014,trawlers,120,1,0,0.008333333333333333,2016,FALSE
IDN,2012,trawlers,88,4,0,0.045454545454545456,2016,FALSE
IDN,2016,trawlers,33,0,0,0,2016,TRUE
IDN,2018,trawlers,514,0,0,0,2016,TRUE
IDN,2013,trawlers,268,3,0,0.011194029850746268,2016,FALSE
IDN,2015,trawlers,237,0,0,0,2016,FALSE
IMN,2016,trawlers,1186,0,0,0,NA,FALSE
IMN,2017,trawlers,880,0,0,0,NA,FALSE
IMN,2012,trawlers,13,0,0,0,NA,FALSE
IMN,2015,trawlers,945,0,0,0,NA,FALSE
IMN,2014,trawlers,787,0,0,0,NA,FALSE
IMN,2018,trawlers,693,0,0,0,NA,FALSE
IMN,2013,trawlers,324,0,0,0,NA,FALSE
IND,2016,trawlers,308,0,0,0,NA,FALSE
IND,2013,trawlers,58,0,0,0,NA,FALSE
IND,2018,trawlers,250,0,0,0,NA,FALSE
IND,2017,trawlers,196,0,0,0,NA,FALSE
IND,2014,trawlers,4,4,0,1,NA,FALSE
IND,2015,trawlers,537,0,0,0,NA,FALSE
IRL,2014,trawlers,13309,14,0,0.001051919753550229,2011,TRUE
IRL,2012,trawlers,7014,13,0,0.0018534359851725122,2011,TRUE
IRL,2017,trawlers,13379,2,0,1.4948800358771208e-4,2011,TRUE
IRL,2016,trawlers,14114,4,0,2.8340654669122857e-4,2011,TRUE
IRL,2013,trawlers,12819,16,0,0.0012481472813792027,2011,TRUE
IRL,2018,trawlers,13978,0,0,0,2011,TRUE
IRL,2015,trawlers,12205,20,0,0.0016386726751331422,2011,TRUE
IRN,2015,trawlers,66,0,0,0,NA,FALSE
IRN,2013,trawlers,77,0,0,0,NA,FALSE
IRN,2014,trawlers,62,0,0,0,NA,FALSE
IRN,2012,trawlers,18,0,0,0,NA,FALSE
IRN,2016,trawlers,129,0,0,0,NA,FALSE
IRN,2017,trawlers,686,0,0,0,NA,FALSE
IRN,2018,trawlers,424,0,0,0,NA,FALSE
ISL,2017,trawlers,10593,168,0,0.01585952987822147,2015,TRUE
ISL,2018,trawlers,8538,69,0,0.008081517919887562,2015,TRUE
ISL,2013,trawlers,12629,242,0,0.01916224562514847,2015,FALSE
ISL,2012,trawlers,9754,600,0,0.061513225343448844,2015,FALSE
ISL,2014,trawlers,12430,266,0,0.021399839098954144,2015,FALSE
ISL,2016,trawlers,10973,194,0,0.017679759409459584,2015,TRUE
ISL,2015,trawlers,11970,195,0,0.016290726817042606,2015,TRUE
ISR,2017,trawlers,2247,0,0,0,NA,FALSE
ISR,2018,trawlers,1792,0,0,0,NA,FALSE
ISR,2012,trawlers,6,0,0,0,NA,FALSE
ISR,2014,trawlers,2592,0,0,0,NA,FALSE
ISR,2016,trawlers,1834,0,0,0,NA,FALSE
ISR,2015,trawlers,2405,0,0,0,NA,FALSE
ISR,2013,trawlers,1385,0,0,0,NA,FALSE
ITA,2014,trawlers,145742,0,0,0,NA,FALSE
ITA,2016,trawlers,190391,0,0,0,NA,FALSE
ITA,2018,trawlers,186557,0,0,0,NA,FALSE
ITA,2015,trawlers,184220,0,0,0,NA,FALSE
ITA,2012,trawlers,9156,0,0,0,NA,FALSE
ITA,2017,trawlers,195997,0,0,0,NA,FALSE
ITA,2013,trawlers,78168,0,0,0,NA,FALSE
JAM,2014,trawlers,13,0,0,0,NA,FALSE
JAM,2015,trawlers,2,0,0,0,NA,FALSE
JEY,2018,trawlers,677,0,0,0,NA,FALSE
JEY,2012,trawlers,4,0,0,0,NA,FALSE
JEY,2015,trawlers,58,0,0,0,NA,FALSE
JEY,2014,trawlers,78,0,0,0,NA,FALSE
JEY,2013,trawlers,57,0,0,0,NA,FALSE
JEY,2016,trawlers,221,0,0,0,NA,FALSE
JEY,2017,trawlers,512,0,0,0,NA,FALSE
JPN,2012,trawlers,49,31,0,0.6326530612244898,NA,FALSE
JPN,2015,trawlers,42,2,0,0.047619047619047616,NA,FALSE
JPN,2018,trawlers,253,0,0,0,NA,FALSE
JPN,2017,trawlers,80,0,0,0,NA,FALSE
JPN,2014,trawlers,35,4,0,0.11428571428571428,NA,FALSE
JPN,2016,trawlers,71,5,0,0.07042253521126761,NA,FALSE
JPN,2013,trawlers,42,0,0,0,NA,FALSE
KEN,2015,trawlers,10,0,0,0,2017,FALSE
KEN,2017,trawlers,16,0,0,0,2017,TRUE
KEN,2016,trawlers,8,0,0,0,2017,FALSE
KEN,2018,trawlers,24,0,0,0,2017,TRUE
KNA,2016,trawlers,2,0,0,0,2015,TRUE
KNA,2017,trawlers,2,0,0,0,2015,TRUE
KNA,2018,trawlers,4,0,0,0,2015,TRUE
KNA,2013,trawlers,2,0,0,0,2015,FALSE
KNA,2012,trawlers,2,0,0,0,2015,FALSE
KOR,2015,trawlers,757,312,0,0.41215323645970936,2016,FALSE
KOR,2014,trawlers,744,250,0,0.33602150537634407,2016,FALSE
KOR,2018,trawlers,989,10,0,0.010111223458038422,2016,TRUE
KOR,2017,trawlers,1067,132,0,0.12371134020618557,2016,TRUE
KOR,2012,trawlers,358,151,0,0.42178770949720673,2016,FALSE
KOR,2016,trawlers,749,146,0,0.19492656875834447,2016,TRUE
KOR,2013,trawlers,653,229,0,0.35068912710566613,2016,FALSE
KWT,2017,trawlers,254,0,0,0,NA,FALSE
LBR,2015,trawlers,29,0,0,0,NA,FALSE
LBR,2016,trawlers,29,0,1,0,NA,FALSE
LBR,2018,trawlers,37,0,0,0,NA,FALSE
LBR,2017,trawlers,25,0,0,0,NA,FALSE
LBY,2015,trawlers,1,0,0,0,NA,FALSE
LBY,2012,trawlers,14,0,0,0,NA,FALSE
LBY,2018,trawlers,26,0,0,0,NA,FALSE
LBY,2017,trawlers,68,0,0,0,NA,FALSE
LBY,2013,trawlers,2,0,0,0,NA,FALSE
LBY,2016,trawlers,22,0,0,0,NA,FALSE
